"","Run","assay_type","AvgSpotLen","BioSample","Experiment","sample_name","tissue","Strain","title","description"
"SRR12892888","SRR12892888","RNA-Seq",51,"SAMN16546031","SRX9358158","GSM4856242","Kidney glomerulus","C57BL/6J","812s_L5","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892889","SRR12892889","RNA-Seq",51,"SAMN16546030","SRX9358159","GSM4856243","Kidney glomerulus","C57BL/6J","294s_E6","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892890","SRR12892890","RNA-Seq",51,"SAMN16546029","SRX9358160","GSM4856244","Kidney glomerulus","C57BL/6J","682s_I15","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892891","SRR12892891","RNA-Seq",51,"SAMN16546028","SRX9358161","GSM4856245","Kidney glomerulus","C57BL/6J","294s_D12","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892892","SRR12892892","RNA-Seq",51,"SAMN16546027","SRX9358162","GSM4856246","Kidney glomerulus","C57BL/6J","196s_L3","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892893","SRR12892893","RNA-Seq",51,"SAMN16546024","SRX9358163","GSM4856247","Kidney glomerulus","C57BL/6J","121s_A1","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892894","SRR12892894","RNA-Seq",51,"SAMN16546023","SRX9357501","GSM4856248","Kidney glomerulus","C57BL/6J","812s_O13","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892895","SRR12892895","RNA-Seq",51,"SAMN16546022","SRX9357502","GSM4856249","Kidney glomerulus","C57BL/6J","298s_F14","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892896","SRR12892896","RNA-Seq",51,"SAMN16546021","SRX9357503","GSM4856250","Kidney glomerulus","C57BL/6J","298s_O11","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892897","SRR12892897","RNA-Seq",51,"SAMN16546026","SRX9357504","GSM4856251","Kidney glomerulus","C57BL/6J","682s_K9","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892898","SRR12892898","RNA-Seq",51,"SAMN16546025","SRX9357505","GSM4856252","Kidney glomerulus","C57BL/6J","813s_H18","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892899","SRR12892899","RNA-Seq",51,"SAMN16546020","SRX9357506","GSM4856253","Kidney glomerulus","C57BL/6J","121s_A18","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892900","SRR12892900","RNA-Seq",51,"SAMN16546019","SRX9357507","GSM4856254","Kidney glomerulus","C57BL/6J","121s_G10","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892901","SRR12892901","RNA-Seq",51,"SAMN16546018","SRX9357508","GSM4856255","Kidney glomerulus","C57BL/6J","299s_F18","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892902","SRR12892902","RNA-Seq",51,"SAMN16546017","SRX9357509","GSM4856256","Kidney glomerulus","C57BL/6J","294s_P2","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892903","SRR12892903","RNA-Seq",51,"SAMN16546016","SRX9357510","GSM4856257","Kidney glomerulus","C57BL/6J","812s_K14","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892904","SRR12892904","RNA-Seq",51,"SAMN16546015","SRX9357511","GSM4856258","Kidney glomerulus","C57BL/6J","298s_D7","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892905","SRR12892905","RNA-Seq",51,"SAMN16546113","SRX9357512","GSM4856259","Kidney glomerulus","C57BL/6J","294s_P10","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892906","SRR12892906","RNA-Seq",51,"SAMN16546112","SRX9357513","GSM4856260","Kidney glomerulus","C57BL/6J","813s_D18","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892907","SRR12892907","RNA-Seq",51,"SAMN16546111","SRX9357514","GSM4856261","Kidney glomerulus","C57BL/6J","811s_M12","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892908","SRR12892908","RNA-Seq",51,"SAMN16546110","SRX9357515","GSM4856262","Kidney glomerulus","C57BL/6J","294s_D14","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892909","SRR12892909","RNA-Seq",51,"SAMN16546109","SRX9357516","GSM4856263","Kidney glomerulus","C57BL/6J","294s_M17","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892910","SRR12892910","RNA-Seq",51,"SAMN16546107","SRX9357661","GSM4856264","Kidney glomerulus","C57BL/6J","298s_J22","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892911","SRR12892911","RNA-Seq",51,"SAMN16546106","SRX9357662","GSM4856265","Kidney glomerulus","C57BL/6J","299s_F23","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892912","SRR12892912","RNA-Seq",51,"SAMN16546105","SRX9357663","GSM4856266","Kidney glomerulus","C57BL/6J","299s_B15","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892913","SRR12892913","RNA-Seq",51,"SAMN16546104","SRX9357664","GSM4856267","Kidney glomerulus","C57BL/6J","682s_F13","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892914","SRR12892914","RNA-Seq",51,"SAMN16546103","SRX9357665","GSM4856268","Kidney glomerulus","C57BL/6J","555s_A1","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892915","SRR12892915","RNA-Seq",51,"SAMN16546102","SRX9357666","GSM4856269","Kidney glomerulus","C57BL/6J","196s_M22","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892916","SRR12892916","RNA-Seq",51,"SAMN16546108","SRX9357667","GSM4856270","Kidney glomerulus","C57BL/6J","811s_G16","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892917","SRR12892917","RNA-Seq",51,"SAMN16546101","SRX9357668","GSM4856271","Kidney glomerulus","C57BL/6J","811s_L5","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892918","SRR12892918","RNA-Seq",51,"SAMN16546100","SRX9357669","GSM4856272","Kidney glomerulus","C57BL/6J","682s_B8","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892919","SRR12892919","RNA-Seq",51,"SAMN16546099","SRX9357670","GSM4856273","Kidney glomerulus","C57BL/6J","814s_C1","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892920","SRR12892920","RNA-Seq",51,"SAMN16546098","SRX9357671","GSM4856274","Kidney glomerulus","C57BL/6J","196s_J8","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892921","SRR12892921","RNA-Seq",51,"SAMN16546097","SRX9357672","GSM4856275","Kidney glomerulus","C57BL/6J","682s_D20","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892922","SRR12892922","RNA-Seq",51,"SAMN16546096","SRX9357673","GSM4856276","Kidney glomerulus","C57BL/6J","811s_D20","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892923","SRR12892923","RNA-Seq",51,"SAMN16546095","SRX9357674","GSM4856277","Kidney glomerulus","C57BL/6J","298s_E1","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892924","SRR12892924","RNA-Seq",51,"SAMN16546094","SRX9357675","GSM4856278","Kidney glomerulus","C57BL/6J","682s_A1","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892925","SRR12892925","RNA-Seq",51,"SAMN16546093","SRX9357676","GSM4856279","Kidney glomerulus","C57BL/6J","121s_H21","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892926","SRR12892926","RNA-Seq",51,"SAMN16546092","SRX9357773","GSM4856280","Kidney glomerulus","C57BL/6J","812s_B12","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892927","SRR12892927","RNA-Seq",51,"SAMN16546091","SRX9357774","GSM4856281","Kidney glomerulus","C57BL/6J","811s_J19","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892928","SRR12892928","RNA-Seq",51,"SAMN16546090","SRX9357775","GSM4856282","Kidney glomerulus","C57BL/6J","682s_E18","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892929","SRR12892929","RNA-Seq",51,"SAMN16546089","SRX9357776","GSM4856283","Kidney glomerulus","C57BL/6J","294s_F21","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892930","SRR12892930","RNA-Seq",51,"SAMN16546088","SRX9357777","GSM4856284","Kidney glomerulus","C57BL/6J","812s_O23","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892931","SRR12892931","RNA-Seq",51,"SAMN16546087","SRX9357778","GSM4856285","Kidney glomerulus","C57BL/6J","121s_C19","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892932","SRR12892932","RNA-Seq",51,"SAMN16546086","SRX9357779","GSM4856286","Kidney glomerulus","C57BL/6J","555s_G2","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892933","SRR12892933","RNA-Seq",51,"SAMN16546085","SRX9357780","GSM4856287","Kidney glomerulus","C57BL/6J","813s_E14","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892934","SRR12892934","RNA-Seq",51,"SAMN16546084","SRX9357781","GSM4856288","Kidney glomerulus","C57BL/6J","811s_J22","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892935","SRR12892935","RNA-Seq",51,"SAMN16546083","SRX9357782","GSM4856289","Kidney glomerulus","C57BL/6J","813s_C9","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892936","SRR12892936","RNA-Seq",51,"SAMN16546082","SRX9357783","GSM4856290","Kidney glomerulus","C57BL/6J","812s_A18","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892937","SRR12892937","RNA-Seq",51,"SAMN16546081","SRX9357784","GSM4856291","Kidney glomerulus","C57BL/6J","813s_F19","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892938","SRR12892938","RNA-Seq",51,"SAMN16546080","SRX9357785","GSM4856292","Kidney glomerulus","C57BL/6J","811s_J15","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892939","SRR12892939","RNA-Seq",51,"SAMN16546079","SRX9357786","GSM4856293","Kidney glomerulus","C57BL/6J","811s_D21","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892940","SRR12892940","RNA-Seq",51,"SAMN16546078","SRX9357787","GSM4856294","Kidney glomerulus","C57BL/6J","196s_J6","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892941","SRR12892941","RNA-Seq",51,"SAMN16546077","SRX9357788","GSM4856295","Kidney glomerulus","C57BL/6J","121s_P10","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892942","SRR12892942","RNA-Seq",51,"SAMN16546076","SRX9357853","GSM4856296","Kidney glomerulus","C57BL/6J","812s_F15","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892943","SRR12892943","RNA-Seq",51,"SAMN16546075","SRX9357854","GSM4856297","Kidney glomerulus","C57BL/6J","682s_P1","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892944","SRR12892944","RNA-Seq",51,"SAMN16546074","SRX9357855","GSM4856298","Kidney glomerulus","C57BL/6J","682s_P12","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892945","SRR12892945","RNA-Seq",51,"SAMN16546073","SRX9357856","GSM4856299","Kidney glomerulus","C57BL/6J","812s_L10","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892946","SRR12892946","RNA-Seq",51,"SAMN16546069","SRX9357857","GSM4856300","Kidney glomerulus","C57BL/6J","811s_J16","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892947","SRR12892947","RNA-Seq",51,"SAMN16546068","SRX9357858","GSM4856301","Kidney glomerulus","C57BL/6J","196s_M19","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892948","SRR12892948","RNA-Seq",51,"SAMN16546072","SRX9357859","GSM4856302","Kidney glomerulus","C57BL/6J","555s_M9","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892949","SRR12892949","RNA-Seq",51,"SAMN16546071","SRX9357860","GSM4856303","Kidney glomerulus","C57BL/6J","813s_I2","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892950","SRR12892950","RNA-Seq",51,"SAMN16546070","SRX9357861","GSM4856304","Kidney glomerulus","C57BL/6J","682s_E20","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892951","SRR12892951","RNA-Seq",51,"SAMN16546067","SRX9357862","GSM4856305","Kidney glomerulus","C57BL/6J","812s_H3","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892952","SRR12892952","RNA-Seq",51,"SAMN16546066","SRX9357863","GSM4856306","Kidney glomerulus","C57BL/6J","299s_G17","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892953","SRR12892953","RNA-Seq",51,"SAMN16546065","SRX9357864","GSM4856307","Kidney glomerulus","C57BL/6J","299s_M24","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892954","SRR12892954","RNA-Seq",51,"SAMN16546064","SRX9357865","GSM4856308","Kidney glomerulus","C57BL/6J","299s_L18","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892955","SRR12892955","RNA-Seq",51,"SAMN16546063","SRX9357866","GSM4856309","Kidney glomerulus","C57BL/6J","298s_A14","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892956","SRR12892956","RNA-Seq",51,"SAMN16546258","SRX9357867","GSM4856310","Kidney glomerulus","C57BL/6J","299s_E22","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892957","SRR12892957","RNA-Seq",51,"SAMN16546257","SRX9357868","GSM4856311","Kidney glomerulus","C57BL/6J","298s_C20","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892958","SRR12892958","RNA-Seq",51,"SAMN16546256","SRX9358036","GSM4856312","Kidney glomerulus","C57BL/6J","812s_I16","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892959","SRR12892959","RNA-Seq",51,"SAMN16546255","SRX9358037","GSM4856313","Kidney glomerulus","C57BL/6J","813s_I6","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892960","SRR12892960","RNA-Seq",51,"SAMN16546254","SRX9358038","GSM4856314","Kidney glomerulus","C57BL/6J","294s_M14","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892961","SRR12892961","RNA-Seq",51,"SAMN16546253","SRX9358039","GSM4856315","Kidney glomerulus","C57BL/6J","298s_G1","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892962","SRR12892962","RNA-Seq",51,"SAMN16546252","SRX9358040","GSM4856316","Kidney glomerulus","C57BL/6J","298s_E13","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892963","SRR12892963","RNA-Seq",51,"SAMN16546251","SRX9358041","GSM4856317","Kidney glomerulus","C57BL/6J","299s_B1","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892964","SRR12892964","RNA-Seq",51,"SAMN16546250","SRX9358042","GSM4856318","Kidney glomerulus","C57BL/6J","814s_A9","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892965","SRR12892965","RNA-Seq",51,"SAMN16546249","SRX9358043","GSM4856319","Kidney glomerulus","C57BL/6J","121s_C18","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892966","SRR12892966","RNA-Seq",51,"SAMN16546248","SRX9358044","GSM4856320","Kidney glomerulus","C57BL/6J","298s_P4","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892967","SRR12892967","RNA-Seq",51,"SAMN16546247","SRX9358045","GSM4856321","Kidney glomerulus","C57BL/6J","811s_I9","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892968","SRR12892968","RNA-Seq",51,"SAMN16546246","SRX9358046","GSM4856322","Kidney glomerulus","C57BL/6J","555s_K9","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892969","SRR12892969","RNA-Seq",51,"SAMN16546245","SRX9358047","GSM4856323","Kidney glomerulus","C57BL/6J","196s_K5","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892970","SRR12892970","RNA-Seq",51,"SAMN16546244","SRX9358048","GSM4856324","Kidney glomerulus","C57BL/6J","299s_N20","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892971","SRR12892971","RNA-Seq",51,"SAMN16546243","SRX9358049","GSM4856325","Kidney glomerulus","C57BL/6J","294s_D13","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892972","SRR12892972","RNA-Seq",51,"SAMN16546242","SRX9358050","GSM4856326","Kidney glomerulus","C57BL/6J","121s_K23","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892973","SRR12892973","RNA-Seq",51,"SAMN16546241","SRX9358051","GSM4856327","Kidney glomerulus","C57BL/6J","813s_K4","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892974","SRR12892974","RNA-Seq",51,"SAMN16546240","SRX9358164","GSM4856328","Kidney glomerulus","C57BL/6J","555s_I11","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892975","SRR12892975","RNA-Seq",51,"SAMN16546239","SRX9358165","GSM4856329","Kidney glomerulus","C57BL/6J","294s_G22","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892976","SRR12892976","RNA-Seq",51,"SAMN16546234","SRX9358166","GSM4856330","Kidney glomerulus","C57BL/6J","811s_B9","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892977","SRR12892977","RNA-Seq",51,"SAMN16546052","SRX9358167","GSM4856331","Kidney glomerulus","C57BL/6J","811s_H16","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892978","SRR12892978","RNA-Seq",51,"SAMN16546238","SRX9358168","GSM4856332","Kidney glomerulus","C57BL/6J","813s_K3","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892979","SRR12892979","RNA-Seq",51,"SAMN16546237","SRX9358169","GSM4856333","Kidney glomerulus","C57BL/6J","294s_P13","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892980","SRR12892980","RNA-Seq",51,"SAMN16546236","SRX9358170","GSM4856334","Kidney glomerulus","C57BL/6J","294s_I6","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892981","SRR12892981","RNA-Seq",51,"SAMN16546235","SRX9358171","GSM4856335","Kidney glomerulus","C57BL/6J","811s_B13","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892982","SRR12892982","RNA-Seq",51,"SAMN16546051","SRX9358172","GSM4856336","Kidney glomerulus","C57BL/6J","294s_N4","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892983","SRR12892983","RNA-Seq",51,"SAMN16546050","SRX9358173","GSM4856337","Kidney glomerulus","C57BL/6J","812s_P3","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892984","SRR12892984","RNA-Seq",51,"SAMN16546049","SRX9358174","GSM4856338","Kidney glomerulus","C57BL/6J","299s_K24","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892985","SRR12892985","RNA-Seq",51,"SAMN16546048","SRX9358175","GSM4856339","Kidney glomerulus","C57BL/6J","294s_B2","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892986","SRR12892986","RNA-Seq",51,"SAMN16546047","SRX9358176","GSM4856340","Kidney glomerulus","C57BL/6J","811s_G11","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892987","SRR12892987","RNA-Seq",51,"SAMN16546046","SRX9358177","GSM4856341","Kidney glomerulus","C57BL/6J","299s_F20","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892988","SRR12892988","RNA-Seq",51,"SAMN16546040","SRX9358178","GSM4856342","Kidney glomerulus","C57BL/6J","294s_N11","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892989","SRR12892989","RNA-Seq",51,"SAMN16546045","SRX9358179","GSM4856343","Kidney glomerulus","C57BL/6J","813s_D10","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892990","SRR12892990","RNA-Seq",51,"SAMN16546044","SRX9357549","GSM4856344","Kidney glomerulus","C57BL/6J","294s_L18","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892991","SRR12892991","RNA-Seq",51,"SAMN16546043","SRX9357550","GSM4856345","Kidney glomerulus","C57BL/6J","811s_E1","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892992","SRR12892992","RNA-Seq",51,"SAMN16546042","SRX9357551","GSM4856346","Kidney glomerulus","C57BL/6J","299s_G20","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892993","SRR12892993","RNA-Seq",51,"SAMN16546041","SRX9357552","GSM4856347","Kidney glomerulus","C57BL/6J","196s_J7","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892994","SRR12892994","RNA-Seq",51,"SAMN16546039","SRX9357553","GSM4856348","Kidney glomerulus","C57BL/6J","555s_D10","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892995","SRR12892995","RNA-Seq",51,"SAMN16546038","SRX9357554","GSM4856349","Kidney glomerulus","C57BL/6J","811s_A9","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892996","SRR12892996","RNA-Seq",51,"SAMN16544046","SRX9357555","GSM4856350","Kidney glomerulus","C57BL/6J","811s_D13","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892997","SRR12892997","RNA-Seq",51,"SAMN16544000","SRX9357556","GSM4856351","Kidney glomerulus","C57BL/6J","294s_J6","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892998","SRR12892998","RNA-Seq",51,"SAMN16543999","SRX9357557","GSM4856352","Kidney glomerulus","C57BL/6J","299s_C1","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12892999","SRR12892999","RNA-Seq",51,"SAMN16543998","SRX9357558","GSM4856353","Kidney glomerulus","C57BL/6J","298s_B16","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12893000","SRR12893000","RNA-Seq",51,"SAMN16543997","SRX9357559","GSM4856354","Kidney glomerulus","C57BL/6J","813s_B14","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12893001","SRR12893001","RNA-Seq",51,"SAMN16543996","SRX9357560","GSM4856355","Kidney glomerulus","C57BL/6J","813s_C13","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12893002","SRR12893002","RNA-Seq",51,"SAMN16543995","SRX9357561","GSM4856356","Kidney glomerulus","C57BL/6J","294s_H18","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12893003","SRR12893003","RNA-Seq",51,"SAMN16543994","SRX9357562","GSM4856357","Kidney glomerulus","C57BL/6J","121s_A4","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12893004","SRR12893004","RNA-Seq",51,"SAMN16543993","SRX9357563","GSM4856358","Kidney glomerulus","C57BL/6J","555s_K1","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12893005","SRR12893005","RNA-Seq",51,"SAMN16543992","SRX9357564","GSM4856359","Kidney glomerulus","C57BL/6J","299s_C23","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12893006","SRR12893006","RNA-Seq",51,"SAMN16543991","SRX9357677","GSM4856360","Kidney glomerulus","C57BL/6J","299s_J14","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12893007","SRR12893007","RNA-Seq",51,"SAMN16543990","SRX9357678","GSM4856361","Kidney glomerulus","C57BL/6J","299s_K15","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12893008","SRR12893008","RNA-Seq",51,"SAMN16543989","SRX9357679","GSM4856362","Kidney glomerulus","C57BL/6J","299s_C21","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12893009","SRR12893009","RNA-Seq",51,"SAMN16543988","SRX9357680","GSM4856363","Kidney glomerulus","C57BL/6J","682s_N12","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12893010","SRR12893010","RNA-Seq",51,"SAMN16543987","SRX9357681","GSM4856364","Kidney glomerulus","C57BL/6J","813s_M20","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12893011","SRR12893011","RNA-Seq",51,"SAMN16543986","SRX9357682","GSM4856365","Kidney glomerulus","C57BL/6J","813s_G23","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12893012","SRR12893012","RNA-Seq",51,"SAMN16543985","SRX9357683","GSM4856366","Kidney glomerulus","C57BL/6J","294s_N20","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12893013","SRR12893013","RNA-Seq",51,"SAMN16543982","SRX9357684","GSM4856367","Kidney glomerulus","C57BL/6J","555s_F8","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12893014","SRR12893014","RNA-Seq",51,"SAMN16543981","SRX9357685","GSM4856368","Kidney glomerulus","C57BL/6J","555s_G4","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12893015","SRR12893015","RNA-Seq",51,"SAMN16543980","SRX9357686","GSM4856369","Kidney glomerulus","C57BL/6J","813s_N2","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12893016","SRR12893016","RNA-Seq",51,"SAMN16543979","SRX9357687","GSM4856370","Kidney glomerulus","C57BL/6J","298s_O3","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12893017","SRR12893017","RNA-Seq",51,"SAMN16543978","SRX9357688","GSM4856371","Kidney glomerulus","C57BL/6J","294s_H13","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12893018","SRR12893018","RNA-Seq",51,"SAMN16543984","SRX9357689","GSM4856372","Kidney glomerulus","C57BL/6J","811s_B5","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12893019","SRR12893019","RNA-Seq",51,"SAMN16543983","SRX9357690","GSM4856373","Kidney glomerulus","C57BL/6J","811s_M13","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12893020","SRR12893020","RNA-Seq",51,"SAMN16543977","SRX9357691","GSM4856374","Kidney glomerulus","C57BL/6J","812s_K22","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12893021","SRR12893021","RNA-Seq",51,"SAMN16543976","SRX9357692","GSM4856375","Kidney glomerulus","C57BL/6J","121s_F5","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12893022","SRR12893022","RNA-Seq",51,"SAMN16543975","SRX9357789","GSM4856376","Kidney glomerulus","C57BL/6J","682s_D9","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12893023","SRR12893023","RNA-Seq",51,"SAMN16543974","SRX9357790","GSM4856377","Kidney glomerulus","C57BL/6J","812s_I22","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12893024","SRR12893024","RNA-Seq",51,"SAMN16543973","SRX9357791","GSM4856378","Kidney glomerulus","C57BL/6J","813s_E11","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12893025","SRR12893025","RNA-Seq",51,"SAMN16543972","SRX9357792","GSM4856379","Kidney glomerulus","C57BL/6J","298s_N1","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12893026","SRR12893026","RNA-Seq",51,"SAMN16543971","SRX9357793","GSM4856380","Kidney glomerulus","C57BL/6J","298s_P9","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12893027","SRR12893027","RNA-Seq",51,"SAMN16543970","SRX9357794","GSM4856381","Kidney glomerulus","C57BL/6J","196s_J16","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12893028","SRR12893028","RNA-Seq",51,"SAMN16543969","SRX9357795","GSM4856382","Kidney glomerulus","C57BL/6J","299s_B14","mouse_glom_single_cell_unbiased_rpkms.txt"
"SRR12893029","SRR12893029","RNA-Seq",51,"SAMN16543968","SRX9357796","GSM4856383","Kidney glomerulus","C57BL/6J","812s_E22","mouse_glom_single_cell_unbiased_rpkms.txt"
